AKAP8L,4.1685,4.0594,4.2602,4.3116,5.0632
MBTD1,1.5155,1.5388,1.2219,1.6020,1.8329
UTP18,3.3354,3.1800,3.0763,3.0441,3.5211
RNF216,2.3065,2.4002,2.4156,2.5779,2.7297
TTC19,3.6974,3.9072,3.6221,3.5502,3.5040
PTBP1,2.1843,2.3248,2.4510,2.7260,3.2111
DPF1,3.2469,3.0515,3.1897,2.8229,1.8312
SYT7,5.2620,5.1014,5.3032,4.8052,4.9850
LARS2,2.7009,2.5405,2.8113,2.9474,2.4619
PIK3C2A,2.3999,2.4205,2.4091,3.5988,2.6493
PLAUR,0.3457,0.5289,0.6325,0.4832,0.9794
ANLN,4.9706,4.5762,4.3457,5.4542,3.9057
WIZ,2.4259,2.1146,2.5218,2.7700,2.6477
RABGAP1,4.1122,4.0580,4.0667,4.1879,3.4119
DCN,2.6394,3.0363,2.8425,2.5345,3.1076
QPCTL,2.0335,2.0911,2.1966,2.0821,2.6456
PPP5C,3.5506,3.5800,3.7006,3.3052,3.5952
CEP68,3.3579,3.2808,3.4662,3.2349,3.3671
MAP4K3,3.4128,3.5983,3.3656,3.1513,2.9895
ZBTB32,0.1028,0.0000,0.0430,0.0511,0.0908
TYROBP,3.5422,3.7092,3.9395,3.6510,3.9701
TMEM159,1.9116,2.0023,2.3688,2.2902,4.9131
GABRA3,4.2893,4.1888,4.5512,4.1366,1.7174
BRCA1,0.4634,0.5009,0.5303,0.9249,0.4253
ERCC1,3.3526,3.3422,3.4477,3.3067,3.7252
CD22,2.2682,1.7477,2.3360,3.1207,1.2659
SEMA3B,2.6541,2.3291,2.4596,3.7058,2.7030
MBTPS2,2.3044,2.1298,2.0380,2.0035,2.7553
PRICKLE3,0.3963,0.2229,0.4724,0.4108,0.5962
LTF,0.1700,0.2066,0.2391,0.1680,0.1509
EXTL3,3.4915,3.3799,3.5752,3.0781,3.0376
NR1H4,0.0368,0.0000,0.0000,0.0800,0.0000
ELOVL5,4.4040,4.2397,4.0219,5.1277,4.4415
ALOX5,0.5464,0.4861,0.6980,0.8076,2.5929
KDM5D,2.2793,2.2093,2.2981,2.1920,2.8576
CALCOCO1,3.8479,3.8010,3.9250,3.7577,4.8043
UBR7,4.6617,4.7505,4.6675,4.2955,4.0197
MAP4K5,2.3993,2.2356,2.2358,2.7402,2.3145
EHD3,5.3541,5.3166,5.2915,5.2169,4.8201
PSMC4,5.4606,5.4791,5.4376,5.3817,5.8809
MAN2B2,2.6278,2.6496,2.8202,2.8189,1.5888
SLC7A14,3.4203,3.3731,3.2911,3.5812,3.5457
CLDN11,4.7022,4.2938,4.1133,5.2005,3.5604
SLC25A39,3.4448,3.6599,3.7091,3.8082,4.2998
MVP,2.1345,1.7889,2.0411,2.6868,3.3965
NUB1,3.0154,3.0639,3.0645,3.1829,3.2902
PGM3,2.2298,2.2504,2.2060,2.5327,2.6440
RWDD2A,2.8848,3.2909,2.8435,2.6710,2.3944
CLK1,3.3658,3.3135,3.3465,3.5926,3.9548
POLR3B,2.4112,2.3005,2.4458,2.4674,1.9263
ANGEL1,2.6059,2.5913,2.6936,3.1083,2.8026
RNF14,4.2720,4.5251,4.2015,3.9372,3.8577
DNASE1L1,1.8584,1.9263,1.8701,1.6485,1.6580
DDX11,0.1031,0.0717,0.1916,0.1287,0.1966
HEBP1,2.6599,2.7642,2.6785,3.1512,2.6501
GPRC5A,0.0601,0.0788,0.0800,0.0773,0.0291
MAMLD1,2.2427,2.3031,2.5461,2.8107,1.8897
CD6,0.1433,0.0662,0.1396,0.1660,0.0901
TACC3,0.4646,0.5652,0.6376,0.3261,0.8010
POLA2,1.0173,1.1728,1.1609,1.2410,1.5380
ZC3H3,1.7102,1.5944,1.7105,1.7517,2.3101
CAPN1,2.9670,2.9219,3.0840,3.1519,3.9299
ACPP,0.0305,0.0000,0.0205,0.0877,0.0502
MDH1,7.0546,7.2880,6.8685,6.4693,6.0749
SLC30A9,5.6869,5.8383,5.6311,5.3700,4.8346
MTMR11,0.7311,0.5960,0.8123,0.8514,0.9196
COX15,3.2230,3.3477,3.2460,3.3484,3.3193
CCDC88C,0.9731,0.7699,1.0543,1.4216,0.8238
YAF2,2.3149,2.6369,2.2337,2.1083,2.1052
ZMYND11,5.2303,5.2453,5.1701,5.2971,5.3770
WAS,0.5401,0.3752,0.6779,0.7401,0.9140
DPEP1,0.0000,0.0000,0.0000,0.0000,0.0325
BID,3.2812,3.5989,3.3643,3.0561,2.8717
MATR3,5.5073,5.5598,5.2883,5.1278,5.5713
NPC1L1,0.0483,0.0000,0.0164,0.0356,0.0462
XYLT2,1.6729,1.7868,1.5956,2.1310,2.9760
RGPD5,0.0000,0.0000,0.0000,0.0000,0.0000
STMN4,5.9944,5.7873,5.8575,5.9468,5.4975
NUDCD3,5.3094,5.4462,5.5121,5.1765,5.2214
ISL1,0.0000,0.0000,0.0156,0.2453,0.0000
CHDH,1.0908,1.0991,1.5220,2.3427,2.4660
IL20RA,0.2531,0.2902,0.2066,0.7105,2.4083
CLCA1,0.0000,0.0000,0.0000,0.0000,0.0000
CLCA4,1.1671,0.9698,1.1647,1.8157,0.6543
GLT8D1,3.3743,3.4893,3.3637,3.4045,2.9612
ATP2C1,4.9881,4.8283,4.8596,4.8586,4.4338
IGF1,1.3376,1.5518,1.3094,1.1353,0.5383
SLC38A5,1.6949,1.8171,2.1732,1.7702,3.0941
MAGIX,0.7152,0.5818,0.7788,0.8376,1.9315
RALBP1,3.9036,3.8561,3.9591,3.6834,3.8615
RUFY3,5.3862,5.2459,5.2279,5.1400,4.6845
CNTN1,6.3850,6.3964,6.2920,6.4135,6.8408
SLC11A1,0.0295,0.0906,0.1148,0.0433,0.1489
WWTR1,1.3875,1.3945,1.4069,1.8132,1.4022
AGPS,3.1567,3.1952,3.0632,3.2188,2.9817
CXorf56,2.6613,2.7353,2.6804,2.8530,2.7923
ATP1A2,5.8708,5.8284,6.1109,7.5395,5.8732
TTC27,1.3401,1.5535,1.2377,1.5601,1.4565
ZNF582,1.5130,1.3576,1.2215,1.2792,1.6595
VSIG2,1.0796,1.5879,1.4193,1.0848,0.1192
PHLDB1,2.2018,1.8507,2.2644,3.0953,2.9468
MARCO,0.2267,0.1820,0.4243,0.2477,1.2159
CYP24A1,0.2658,0.3345,0.3593,0.4940,0.3322
PRDM11,1.2816,1.2380,1.6866,1.3067,1.2217
SYT13,5.9920,6.0280,5.8625,6.1262,4.7640
SNAI2,0.5183,0.5825,0.6819,0.6597,0.9849
CD74,4.3631,4.1170,4.6199,4.9404,5.7884
HGF,0.4020,0.4768,0.5158,0.6101,0.1758
ZRANB1,4.2774,4.1580,4.0843,3.8611,4.6146
NCDN,6.7240,6.5688,6.7960,7.0478,6.5159
GPR124,1.9329,1.8125,2.0106,1.7739,2.5144
ZFP64,1.7488,1.8623,1.9196,1.7710,1.4958
MNAT1,1.5718,1.6888,1.5733,1.5819,1.6810
SAMD4A,2.0226,1.8878,2.2361,2.4639,2.9645
RUNX3,0.1815,0.1390,0.1238,0.0403,0.1862
MRE11A,1.5087,1.4713,1.3920,1.7298,1.4341
PLEKHB1,5.9326,5.7456,5.8664,6.7313,5.8569
SERPINB1,1.6457,1.5634,1.5585,1.8539,2.2022
CYP3A43,0.0000,0.0000,0.0106,0.0353,0.0230
SLC7A9,0.0671,0.0747,0.1390,0.1950,0.2224
SPAST,3.5520,3.4291,3.4889,3.6711,3.2544
KLRA1,,,,,
NRXN3,4.2992,3.9937,4.1099,4.1709,5.1464
OSBPL5,1.3657,1.1569,1.3679,1.1471,0.9959
AQR,1.7699,1.8572,1.7410,1.9920,2.3352
CPS1,0.5952,0.5091,0.4361,0.6168,0.2127
C8B,0.0000,0.0000,0.0000,0.0000,0.0000
FHL1,5.0422,5.2850,5.2464,5.3873,5.3340
C20orf43,4.6546,4.7703,4.6587,4.7048,4.6198
GABRA1,6.5862,6.7353,6.2182,5.5199,6.1511
NLRP2,0.7005,0.5452,0.6338,0.7589,0.3807
SLC45A4,2.8040,2.5768,2.6225,2.0619,2.1109
RNF10,4.8250,4.8235,4.8559,4.8498,4.9091
ZNF839,1.7957,1.8753,1.9436,1.9368,2.1186
ZDHHC6,3.6237,3.9018,3.6213,3.4535,3.2950
GRAMD1B,4.5877,4.4945,4.4748,4.1104,5.5469
RNH1,2.9117,2.7426,2.9406,3.5762,3.9151
NDUFS1,4.9033,4.8280,4.7772,4.6311,4.5726
RB1CC1,5.1514,5.2462,5.1030,4.5575,3.9611
ERP44,3.1342,3.1645,2.9337,3.0225,3.1311
ALAS1,4.3839,4.3379,4.2447,4.0076,5.4754
BIRC3,0.7477,0.7059,0.7208,0.5705,0.1415
AKAP11,5.7922,5.8851,5.7216,5.6691,5.0558
GLRX2,3.6946,3.7796,3.3056,2.7686,2.1420
SNAPC1,1.5219,1.4989,1.5919,1.7288,1.5153
DERA,2.0433,2.2617,1.9802,2.4645,2.2620
STRAP,5.9647,6.0788,5.8347,5.8111,5.4340
ABCC2,0.0799,0.0000,0.0271,0.0300,0.0579
ACCN5,0.0000,0.0000,0.0273,0.0211,0.0000
DEF6,0.5514,0.2499,0.8881,0.7643,0.7391
PLEKHO1,2.5664,2.5455,2.6371,2.6193,3.6822
GCLM,2.0860,2.0813,2.0202,2.1541,1.7299
UBR2,2.7484,2.5531,2.5769,2.7299,2.5158
EHD2,2.9016,2.6099,2.6051,2.4631,2.5449
DEPDC1,0.1258,0.1741,0.0716,0.1091,0.0000
CCDC28A,4.1871,4.2141,4.3052,4.1533,3.4100
RRAGD,3.8078,3.8812,3.8471,3.7187,4.9826
HSF2,3.0421,3.2326,2.8985,2.6975,3.0438
PHF20,3.3461,3.0733,3.1098,3.2152,3.4267
HSD17B6,1.7637,2.0545,1.9345,3.1757,2.4813
NR1H3,1.1014,1.3520,1.3750,1.6704,1.4573
TYMP,0.1508,0.3261,0.4002,0.5226,1.1602
NCAPH2,3.1888,3.3246,3.3805,3.0905,4.1966
TOMM34,4.3778,4.5990,4.4844,4.8055,2.6788
SEC63,3.5426,3.3443,3.3411,3.7189,2.9055
KPNA6,4.1122,4.0247,4.0555,4.1597,4.1100
VIM,3.8218,3.8793,4.2290,5.2706,4.1882
RTEL1,1.0528,1.1591,1.3754,0.9760,2.8159
FAS,0.5046,0.8354,0.6432,0.8890,0.1916
RNASET2,1.5743,1.3102,1.5313,1.7635,1.3104
CD44,0.4008,0.4205,0.3825,1.2839,0.6438
