IDS,6.1456,6.0617,5.4304,5.4821,5.8946,6.3192,6.7425,4.9003
PRSS3,2.1582,1.6090,1.2820,1.8821,2.8496,2.5640,2.5084,2.8260
ZNF200,1.4643,1.5533,1.1657,1.3264,1.2660,1.2776,1.4954,1.0963
CD4,2.6607,2.8758,2.7467,2.7157,2.5784,2.2689,2.3835,3.0811
LRRC23,2.2853,2.2423,2.0241,2.0197,2.1786,2.1988,2.3815,3.8079
BTK,0.2546,0.5645,0.3119,0.2424,0.2193,0.3120,0.4954,0.3125
HFE,0.8182,0.7217,0.5386,0.7868,0.7982,0.6889,0.6962,0.5113
SCMH1,3.2792,3.3575,3.2295,3.0831,3.1774,3.2183,3.3787,2.8069
FYN,5.1776,5.4861,5.5258,5.5776,5.2937,5.3000,5.0309,5.7554
HIVEP2,3.3210,3.7919,3.5927,3.7582,3.2499,3.4207,3.7565,2.9970
FMO1,0.4506,0.2429,0.1071,0.2217,0.1383,0.2985,0.2069,0.2375
TCEB3,3.0183,2.9820,2.9690,3.1296,3.0479,2.9423,2.8641,3.0411
LYPLA2,3.0571,2.9383,3.1857,2.8388,2.8278,2.7105,2.8969,3.1228
CLCN6,3.0009,3.2283,3.3995,3.5118,2.8577,2.7376,2.7036,3.2597
MRC2,2.2132,2.7572,3.0754,2.9177,2.2188,1.9604,1.9303,3.6374
NME1-NME2,7.7692,7.0693,6.5554,6.2925,7.2384,7.6035,7.8699,6.3436
SLC6A7,2.0725,2.8771,2.5840,2.5620,1.8173,2.1345,2.6085,2.5028
TSPAN9,2.9790,3.1431,3.2528,3.3750,3.0890,2.6677,2.5817,3.6294
BTBD7,1.5164,1.6283,1.8280,1.9713,1.7423,1.5584,1.5541,1.9113
APBA3,1.9740,2.0635,1.9412,1.8254,2.0992,1.9595,1.9448,1.8995
MKS1,1.7941,1.9825,1.9189,1.8374,1.9685,1.9139,1.8196,2.4118
ABHD5,2.6238,2.5666,2.3822,2.5013,2.7283,2.3767,2.3632,2.1056
KAL1,3.5745,3.4820,3.5902,3.5796,3.5513,3.1945,3.3645,2.8042
AKAP8L,4.5105,4.9605,5.0095,4.8299,4.5838,4.6480,4.4316,4.8781
MBTD1,1.7009,1.8171,1.7782,1.8406,1.7601,1.6521,1.9634,1.7604
UTP18,2.9080,2.5225,2.5202,2.4546,2.7777,2.7893,2.8662,2.5725
RNF216,2.4601,2.8183,3.0876,2.8440,2.6296,2.3605,2.4027,3.1479
TTC19,4.0171,3.7063,3.6967,3.7879,3.9447,4.0327,4.0511,3.3981
PTBP1,4.1582,4.2748,4.5887,4.5262,4.1923,3.9006,3.7695,4.8590
DPF1,2.3648,2.7596,2.7276,2.3093,2.3802,2.4904,2.8116,2.3607
SYT7,2.8849,3.3817,3.1373,3.1459,2.8912,3.1809,3.3183,2.9393
LARS2,3.2159,3.4865,3.7219,3.8020,3.4365,3.0694,3.0490,3.3459
PIK3C2A,2.7385,2.7194,2.9620,3.1571,3.0084,2.6949,2.7941,3.1053
PLAUR,1.4194,1.6391,1.5951,1.4073,2.0899,1.4509,1.3274,2.1960
ANLN,0.7503,0.8430,0.5523,2.1261,0.7377,1.0760,0.6172,1.1054
WIZ,3.5353,3.7613,3.9771,3.6025,3.4411,3.7013,3.7865,3.6315
RABGAP1,3.4926,3.7546,3.6507,3.7599,3.6830,3.4485,3.5793,3.6502
DCN,4.8175,4.5204,3.4723,3.9196,5.0143,4.4464,4.5597,4.4060
QPCTL,3.0896,2.8101,2.6161,2.2960,3.0812,3.0163,3.2113,2.0543
PPP5C,3.4547,3.5033,3.3156,3.2410,3.2952,3.4036,3.6136,3.1130
CEP68,2.8150,2.8183,2.8895,2.8999,2.8514,2.8291,2.8956,2.6225
MAP4K3,2.6320,2.4611,2.4722,2.4872,2.5981,2.6971,2.7443,2.3394
ZBTB32,0.1511,0.1907,0.1704,0.2018,0.0873,0.0460,0.1626,0.2309
TYROBP,4.7682,4.6129,3.8692,3.9051,4.3475,4.0984,4.4934,4.2777
TMEM159,2.4769,1.9002,1.8383,1.2932,1.9877,2.1865,2.9730,1.9904
