RNF216,1.4218,1.5404,1.3863,1.7435,2.2276,2.1260,2.2301
TTC19,3.3492,4.0119,3.8013,3.8788,3.7242,4.2166,4.1450
PTBP1,2.2126,1.9196,2.2667,2.8411,2.6911,2.7919,3.3319
DPF1,3.2935,2.8386,3.0729,3.1171,3.2440,2.2461,2.1257
SYT7,3.5944,3.2628,3.6440,3.8810,3.6243,4.9933,4.3635
LARS2,1.2938,1.8261,1.8245,2.0639,2.5110,2.8400,2.0999
PIK3C2A,1.0140,1.3186,2.1104,1.7674,2.0181,2.3689,2.1042
PLAUR,0.7341,0.7523,0.5386,1.1436,0.7874,2.1966,0.7168
ANLN,2.4619,3.0309,3.0152,3.0039,4.0582,3.3129,2.2995
WIZ,2.0743,1.7332,2.3232,2.6639,2.2750,2.6346,2.4444
RABGAP1,2.1973,2.8114,2.5614,2.9775,2.9331,3.1803,2.7836
DCN,3.3910,3.4110,4.2682,3.5138,3.6373,3.5924,3.9925
QPCTL,3.4641,2.5697,3.3683,3.2236,2.9659,3.4540,3.3138
PPP5C,3.8260,3.0313,3.4260,3.5171,3.2797,4.1647,4.0769
CEP68,2.0869,2.6553,2.7648,2.4345,2.4558,2.8409,2.9357
MAP4K3,1.8489,2.6028,3.0665,2.5078,2.2017,3.0510,2.9123
ZBTB32,0.0866,0.0264,0.1480,0.0372,0.0849,0.0380,0.2200
TYROBP,5.7146,4.4936,5.6702,5.3507,4.4054,4.6309,4.4426
TMEM159,2.7849,2.3219,2.6173,3.0000,3.5003,0.9919,5.6622
GABRA3,2.3161,2.6501,2.0321,2.8837,1.8566,4.0981,1.2616
BRCA1,0.2659,0.2267,0.3062,0.3026,0.4236,0.3522,0.3048
ERCC1,4.4064,3.5880,4.1464,4.2903,3.9430,3.9832,4.3987
CD22,1.6866,1.0030,1.4612,2.0206,2.2478,1.5367,0.4508
SEMA3B,2.6064,1.7823,2.2101,3.2528,3.7223,2.8287,2.1729
MBTPS2,0.8795,1.3398,1.4316,1.2589,0.9682,2.0784,2.1070
PRICKLE3,0.6260,0.4979,0.8789,0.8278,0.6133,0.6968,1.0592
LTF,0.1379,0.2027,0.4877,0.2728,0.2912,0.3394,0.3348
EXTL3,2.0948,2.0318,2.0897,2.1439,2.7015,3.0926,2.5006
NR1H4,0.0253,0.0759,0.0247,0.0776,0.0248,0.0216,0.0000
ELOVL5,3.5876,4.2549,4.4456,4.2507,4.5681,4.8145,4.3892
ALOX5,0.3403,0.3785,0.5860,0.6078,0.3514,0.6615,2.4245
KDM5D,0.8095,1.0793,1.1568,1.1674,1.3376,1.6792,1.8573
CALCOCO1,3.0426,2.7115,2.8952,3.1947,4.1581,3.4761,4.6995
UBR7,3.6829,4.2581,4.3203,4.1716,4.2822,4.0539,4.3221
MAP4K5,1.1873,1.6211,1.7173,1.5021,1.7125,1.9579,1.5786
EHD3,3.1012,3.4640,3.2973,4.0866,3.3717,4.9533,3.9479
PSMC4,5.5274,5.1432,5.4365,5.5000,5.6862,5.9248,6.2253
MAN2B2,1.6444,2.0678,1.7707,2.2547,3.1175,2.6914,1.5294
SLC7A14,0.8782,0.9683,1.0379,0.9544,1.1474,1.0959,1.2717
CLDN11,4.7103,4.5971,4.9656,5.0993,5.6545,4.4628,3.6935
SLC25A39,4.8494,4.0138,4.7943,5.0561,4.5846,5.0961,4.9871
MVP,2.1174,1.8389,2.2112,2.4335,2.7122,2.7086,2.9955
NUB1,2.2680,2.4698,2.6187,2.7804,2.4519,2.9905,3.2533
PGM3,1.8379,2.1096,2.4497,2.3225,2.1880,2.5431,2.4113
RWDD2A,3.5320,3.1737,3.7781,3.3154,2.9512,3.4861,3.5863
CLK1,2.1388,2.7146,2.4758,2.6080,2.7567,2.6440,3.3229
POLR3B,0.9789,1.4258,1.4467,1.5619,1.8778,1.8201,1.6146
ANGEL1,1.4727,1.6559,2.0550,2.2488,2.5699,2.3324,2.2182
RNF14,3.7731,4.2120,4.4423,4.1153,4.1471,4.6293,4.1622
DNASE1L1,1.9743,1.7163,2.1449,2.2678,2.2009,2.2654,1.9726
DDX11,0.1114,0.1666,0.0604,0.0984,0.0502,0.3516,0.1723
HEBP1,2.9539,3.0907,3.3119,3.2647,3.7099,3.5573,3.1042
GPRC5A,0.0105,0.0317,0.0701,0.0217,0.0405,0.0180,0.0153
MAMLD1,1.0143,1.6347,1.5704,1.9267,1.9726,1.7828,1.4863
CD6,0.1919,0.0874,0.1104,0.3758,0.1722,0.0431,0.0622
TACC3,0.6402,0.7822,0.7393,0.6776,0.6309,0.9003,1.0284
